cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
44123499,"[2-(3,4-Disulfonatooxyphenyl)-5-hydroxy-4-oxo-3-sulfonatooxychromen-7-yl] sulfate","quercetin 3, 3', 4', 7-tetrasulfate|quercetin 3, 7, 3', 4'-tetrasulfate|quercetin 3, 7, 3', 4'-tetrasulphate",618.500,C15H6O19S4-4,346.000,1320.000,NULL,38,1,19,5,OMQGPSILOWIPLU-UHFFFAOYSA-J,"[2-(3,4-disulfonatooxyphenyl)-5-hydroxy-4-oxo-3-sulfonatooxychromen-7-yl] sulfate",NULL,4,1,NULL,20090722,NULL
90657553,CID 90657553,quercetin 3-O-gentiobioside-7-O-rhamnoside|quercetin 3-O-glucosyl(1-&gt;6)glucoside-7-O-rhamnoside|quercetin 3-O-[glucopyranosyl(1-&gt;6)glucopyranoside]-7-O-rhamnopyranoside,772.700,C33H40O21,345.000,1320.000,NULL,54,13,21,9,UVTUVMGAQABOCL-YQJBXTIASA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,260,2,NULL,20150306,10.1074/jbc.m611498200
14185728,"3-[(2S,3R,4S,5R,6R)-4,5-Dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one","CHEMBL452919|quercetin 3-O-beta-D-glucosylgalactoside|quercetin 3-O-(2""-O-D-glucopyranosyl)-beta-D-galactopyranoside|QUERCETIN-3-O-| cent-D-GLUCOPYRANOSYL-7-O-| cent-D-GENTIOBIOSID|3',4',5,7-Tetrahydroxy-3-(2-O-beta-D-glucopyranosyl-beta-D-galactopyranosyloxy)flavone",626.500,C27H30O17,286.000,1040.000,NULL,44,11,17,7,RDUAJIJVNHKTQC-PABQPRPFSA-N,"3-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,262,3,"358551,358552,358553",20070209,10.1021/np000327d|10.1074/jbc.274.48.34011|10.1104/pp.108.3.903
101764560,CID 101764560,147714-62-3|Quercetin-7-o-rutinoside|Quercetin 7-O-rutinoside|ZINC238758825,610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,IVTMALDHFAHOGL-YKTBBAMGSA-N,"2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,256,1,NULL,20151218,NULL
135397936,CID 135397936,"quercetin 7-malonylglucoside|quercetin 7-O-beta-D-(6""-O-malonyl)glucoside",548.400,C24H20O15-2,256.000,962.000,NULL,39,6,15,7,GCBLCUVXMBGCQO-ZQIGZIPLSA-L,"3-[[(2R,3S,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5-hydroxy-3-oxido-4-oxochromen-7-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoate",NULL,256,1,NULL,20190102,NULL
138911128,CID 138911128,"CHEBI:144435|quercetin 3,7-bis-O-alpha-L-rhamnoside|quercetin 3,7-bis-O-alpha-L-rhamnoside(1-)",593.500,C27H29O15-,248.000,1010.000,NULL,42,8,15,5,GXLQUHPXGLZNGE-BJBZVNFPSA-M,"2-hydroxy-4-[5-hydroxy-4-oxo-3,7-bis[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]chromen-2-yl]phenolate",NULL,528,2,NULL,20190901,NULL
5281699,Tamarixetin,"Tamarixetin|603-61-2|4'-Methoxyquercetin|4'-O-Methylquercetin|Quercetin 4'-methyl ether|UNII-73WRA8Z8M8|3,3',5,7-Tetrahydroxy-4'-methoxyflavone|3,5,7-Trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-benzopyrone|CHEMBL226034|73WRA8Z8M8|CHEBI:67492|3,5,7-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-chromen-4-one|4'-Methoxy-3,3',5,7-tetrahydroxyflavone|4'-O-Methyl Quercetin|Quercetin-4'-methylether|3-O-rhamnopyranosyl-1-2-glucopyranoside|3-O-alpha-L-rhamnopyranosyl-1-2-beta-D-glucopyranoside|3,5,7-trihydroxy-2-(3-hyd",316.260,C16H12O7,116.000,503.000,1.900,23,4,7,2,FPLMIPQZHHQWHN-UHFFFAOYSA-N,"3,5,7-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)chromen-4-one",NULL,116498,8,"288326,353591,353598,353599,400608,436267,436268,436269,436270,436271,502473,502474,502475,605939,616482,666768,666769,666770,666771,697852,697853,1084380,1153995,1153996,1153997,1153999,1154000,1154001,1154003,1154004,1154005,1162595,1162612,1162613,1188607,1188608,1188609,1188610,1188611,1188612,1188613,1188614,1188615,1188616,1188617,1188618,1188619,1188620,1188621,1188622,1264945,1264946,1264947,1264948,1264949,1264950,1264951,1264952,1264953,1264954,1264955,1264956,1264957,1264958,1323133,1334868",20050624,10.1002/mc.22055|10.1002/mnfr.201200619|10.1002/pca.1171|10.1007/3-7643-7338-5_9|10.1007/978-0-387-70638-2_1590|10.1007/978-1-4615-5329-8_9|10.1007/978-1-4899-2909-9_2|10.1007/978-1-4899-2911-2_8|10.1007/978-1-4899-2913-6_8|10.1007/978-1-4899-2915-0_1|10.1007/978-1-4899-2915-0_5|10.1007/978-3-030-01881-8_5|10.1007/978-3-030-04408-4_16|10.1007/978-3-030-04624-8_36|10.1007/978-3-0348-9256-8_95|10.1007/978-3-0348-9256-8_96|10.1007/978-3-0348-9283-4_14|10.1007/978-3-0348-9379-4_37|10.1007/978-3-0348-9379-4_56|1
135397965,CID 135397965,Quercetin 3-O-beta-xyloside|Quercetin 3-O-beta-D-xylopyranoside|reynautrin,433.300,C20H17O11-,189.000,711.000,NULL,31,6,11,3,PZZRDJXEMZMZFD-BWYUNELBSA-M,"4-[5,7-dihydroxy-4-oxo-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxychromen-2-yl]-2-hydroxyphenolate",NULL,256,1,NULL,20190102,NULL
135398029,CID 135398029,"quercetin 3-malonylglucoside|quercetin 3-O-beta-D-(6""-O-malonyl)glucoside",548.400,C24H20O15-2,256.000,962.000,NULL,39,6,15,7,NBQPHANHNTWDML-UJKBSQBPSA-L,"3-[[(2R,3S,4S,5R,6S)-6-[5,7-dihydroxy-2-(3-hydroxy-4-oxidophenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoate",NULL,256,1,NULL,20190102,NULL
137796485,CID 137796485,60778-02-1|Quercetin-3-O-beta-D-glucose-7-O-beta-D-gentiobioside|Quercetin 3-O-beta-D-glucose-7-O-beta-D-gentiobioside,788.700,C33H40O22,365.000,1340.000,NULL,55,14,22,10,VUTMUSRYWYUQIK-UHFFFAOYSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,256,1,NULL,20190417,NULL
138911133,CID 138911133,"CHEBI:144440|quercetin 3-O-[(6-O-[(E)-caffeoyl]-beta-D-glucosyl)-(1-&gt;2)-beta-D-glucoside]|quercetin 3-O-[(6-O-caffeoyl-beta-D-glucosyl)-(1-&gt;2)-beta-D-glucoside](2-)|2-(3,4-dihydroxyphenyl)-3-[(2-O-{6-O-[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]-beta-D-glucopyranosyl}-beta-D-glucopyranosyl)oxy]-4-oxo-4H-chromene-5,7-bis(olate)",786.600,C36H34O20-2,338.000,1430.000,NULL,56,10,20,11,ASKKBFPSRBVOKI-NRZHIGSDSA-L,"3-[(2S,3R,4S,5S,6R)-3-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-hydroxy-2-(3-hydroxy-4-oxidophenyl)-4-oxochromen-5-olate",NULL,528,2,NULL,20190901,NULL
145865141,CID 145865141,"quercetin-3,7-O-dirhamnoside|quercetin-3-O-rhamnoside-7-O-rhamnoside",593.500,C27H29O15-,248.000,1010.000,NULL,42,8,15,5,GXLQUHPXGLZNGE-VWSLVOSVSA-M,"2-hydroxy-4-[5-hydroxy-4-oxo-3,7-bis[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]chromen-2-yl]phenolate",NULL,0,0,NULL,20200204,NULL
12051589,"2-(3-Hydroxy-4-oxo-2,5-cyclohexadienylidene)-5,7-dihydroxy-2H-1-benzopyran-3,4-dione","Quercetinchinone|Quercetin 7-quinone methide|Quercetin 5-quinone methide|2-(3-Hydroxy-4-oxo-2,5-cyclohexadienylidene)-5,7-dihydroxy-2H-1-benzopyran-3,4-dione",300.220,C15H8O7,121.000,655.000,NULL,22,3,7,1,NFHFWPLMCBCJII-UHFFFAOYSA-N,"4-(3,5,7-trihydroxy-4-oxochromen-2-yl)cyclohexa-3,5-diene-1,2-dione",NULL,256,1,NULL,20070207,NULL
75412557,"2-(3,4-Dihydroxyphenyl)-5-hydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",60778-02-1|Quercetin-3-O-beta-D-glucose-7-O-beta-D-gentiobioside|ZINC97971599|C33H40O22|Y0175|Quercetin-3-O-beta-D-glucose-7-O-b-D-gentiobioside,788.700,C33H40O22,365.000,1340.000,NULL,55,14,22,10,VUTMUSRYWYUQIK-PIYBVRMPSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,256,1,NULL,20140712,NULL
5274586,"3-[(2S,3R,4S,5R,6R)-4,5-Dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one","CHEMBL2152044|BDBM50392474|Quercetin 3-(2-O-beta-D-xylopyranosyl-beta-D-galactopyranoside)|Quercetin 3-O-.beta.-D-xylopyranosyl-(1--&gt;2)-.beta.-D-galactopyranoside|4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2-O-.beta.-D-xylopyranosyl-beta-D-galactopyranosyl)oxy]-|3-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxytetrahydropyran-2-yl]oxy-tetrahydropyran-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-chromen-4-one",596.500,C26H28O16,266.000,993.000,NULL,42,10,16,6,NKFZLEYLWAFYEH-IHPAPMAYSA-N,"3-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,274,3,691434,20051007,10.1016/j.bmc.2004.10.020|10.1016/j.bmcl.2012.08.055
5748594,"4H-1-Benzopyran-4-one, 2-(3-(beta-D-glucopyranosyloxy)-4-hydroxyphenyl)-3,5,7-trihydroxy-","19254-30-9|quercetin 3'-O-glucoside|Quercetin 3'-O-beta-D-glucopyranoside|4H-1-Benzopyran-4-one, 2-(3-(beta-D-glucopyranosyloxy)-4-hydroxyphenyl)-3,5,7-trihydroxy-|SCHEMBL1962101|DTXSID40940916|Flavone, 3,3',4',5,7-pentahydroxy-, 3'-beta-D-glucopyranoside|2-Hydroxy-5-(3,5,7-trihydroxy-4-oxo-4H-1-benzopyran-2-yl)phenyl hexopyranoside",464.400,C21H20O12,207.000,758.000,NULL,33,8,12,4,YLWQTYZKYGNKPI-CXWQUDHASA-N,"3,5,7-trihydroxy-2-[4-hydroxy-3-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]chromen-4-one",NULL,1808,4,NULL,20050809,10.1002/cbdv.200890031|10.1002/jbt.21822|10.1007/s00253-015-6982-6|10.1007/s11130-013-0352-2|10.1007/s11130-016-0546-5|10.1007/s13277-015-3682-x|10.1016/j.ejphar.2016.04.011|10.1016/j.foodchem.2016.04.087|10.1016/j.foodchem.2016.04.091|10.1016/j.jchromb.2006.12.043|10.1016/j.jep.2010.01.051|10.1016/j.jpba.2012.08.017|10.1016/j.jpba.2015.03.027|10.1016/j.neurobiolaging.2016.12.024|10.1016/j.phrs.2013.07.001|10.1016/j.phymed.2011.06.012|10.1016/j.phytochem.2010.11.005|10.1016/j.plaphy.2017.04.006|10.1021/jf06
11828754,Alcesefoliside,"Alcesefoliside|CHEMBL444468|124151-38-8|HY-N5049|ZINC95614874|BDBM50260168|AKOS037515248|MCULE-5772361603|CS-0032183|Quercetin 3-O-(2,6-di-O-rhamnosyl)galactoside|quercetin 3-O-(2'''',6''''-alpha-L-dirhamnopyranosyl)-beta-D-galactopyranoside|NCGC00385094-01!2-(3,4-dihydroxyphenyl)-3-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,7-dihydroxychromen-4-one",756.700,C33H40O20,324.000,1300.000,NULL,53,12,20,8,HKNBJSRIYRDSLB-MIORVHIISA-N,"2-(3,4-dihydroxyphenyl)-3-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,7-dihydroxychromen-4-one",NULL,274,3,"335838,335839,335844,1266872,1266873",20061028,10.1021/acs.jnatprod.5b00502|10.1021/np020058m
15959354,"2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-3-[(1R,2R,3S,4R,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl]oxychromen-4-one","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(1R,2R,3S,4R,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexoxy]chromen-4-one|Quercetin-3-O glucopyranoside|ZINC34821788|Quercetin-3-O-.beta.-D-glucopyranoside",462.400,C22H22O11,197.000,757.000,NULL,33,8,11,4,CIPXOJHYPOCFSV-RWGANMMZSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(1R,2R,3S,4R,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl]oxychromen-4-one",NULL,256,1,NULL,20070308,10.1002/ptr.1731|10.1007/s00436-011-2763-z
25202508,"2-(3,4-Dihydroxyphenyl)-5-hydroxy-7-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-3-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",quercetin-3-O-[glucosyl(1-&gt;6)glucoside]-7-O-rhamnoside|quercetin 3-O-beta-[beta-D-glucopyranosyl(1-&gt;6)D-glucopyranoside]-7-O-alpha-L-rhamnopyranoside,772.700,C33H40O21,345.000,1320.000,NULL,54,13,21,9,UVTUVMGAQABOCL-UHFFFAOYSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-7-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-3-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,0,0,NULL,20090331,NULL
5319943,Multinoside A,"Multinoside A|Quercetin 3-glucosyl-(1-&gt;4)-rhamnoside|CHEBI:81186|Quercetin 3-(4-glucosylrhamnoside)|MCULE-9337073571|C17563|Q27155132|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-1-benzopyran-3-yl 6-deoxy-4-O-beta-D-glucopyranosyl-alpha-L-mannopyranoside|NCGC00386049-01!3-[(2S,3R,4S,5R,6S)-3,4-dihydroxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one|59262-54-3",610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,CAENGMLSMONNBU-QLYOBGCHSA-N,"3-[(2S,3R,4S,5R,6S)-3,4-dihydroxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,2832,4,NULL,20060118,NULL
5320843,"2-(3,4-Dihydroxyphenyl)-5-hydroxy-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",Quercetin 3-galactoside 7-rhamnoside|38784-81-5|Quercetin 3-O-galactoside-7-O-rhamnoside,610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,OTUCXMIQUNROBJ-KFGMVVDJSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NULL,528,2,NULL,20050809,NULL
74978175,"5-Hydroxy-2-[3-hydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3,7-bis[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]chromen-4-one","Quercetin 3,4',7-triglucoside|Quercetin 3,7,4'-O-triglucoside",788.700,C33H40O22,365.000,1340.000,NULL,55,14,22,10,JWSWVKOHVSHWQA-UHFFFAOYSA-N,"5-hydroxy-2-[3-hydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3,7-bis[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]chromen-4-one",NULL,2560,2,NULL,20140701,NULL
78358515,Peliolaroside,"Vincetoxicoside A|Peliolaroside|Quercetin 3-glucoside 7-rhamnoside|Quercetin 3-O-glucoside 7-O-rhamnoside|Quercetol 3-glucoside 7-rhamnoside|4H-1-Benzopyran-4-one, 7-((6-deoxy-alpha-L-mannopyranosyl)oxy)-2-(3,4-dihydroxyphenyl)-3-(beta-D-glucopyranosyloxy)-5-hydroxy-",610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,OTUCXMIQUNROBJ-AHHFARBASA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NULL,784,3,NULL,20141011,NULL
5480249,"[(2S,3R,4S,5S,6R)-2-[2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] 3,4,5-trihydroxybenzoate","CHEMBL459260|2''-O-Galloylhyperin|Quercetin 3-glucoside2''-gallate|ZINC42804266|BDBM50004200|AKOS037514525|Quercetin-3-O-(2-O-galloyl)-beta-D-glucopyranoside|[(2S,3R,4S,5S,6R)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-chromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-3-yl] 3,4,5-trihydroxybenzoate",616.500,C28H24O16,273.000,1070.000,NULL,44,10,16,7,PXGWEUQZDRUMRE-KQOASZHBSA-N,"[(2S,3R,4S,5S,6R)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] 3,4,5-trihydroxybenzoate",NULL,33042,4,"338044,338045,338046,338047,338048,338049,338050,338974,380836,380837,380838,380839,1126471,1126472,1126473,1126474,1126475,1126476,1126477,1126479,1323133",20050801,10.1016/j.bmcl.2014.03.014|10.1021/acs.jnatprod.6b00274|10.1021/np50052a017|10.1021/np50056a030|10.1021/np970171q|10.1021/np9900674
10191345,"[(2R,3S,4S,5R,6S)-6-[(2S,3R,4R,5R,6S)-2-[2-(3,4-Dihydroxyphenyl)-5-hydroxy-4-oxo-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-3-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate","quercetin 3-O-alpha-L-[6'''-p-coumaroyl-beta-D-glucopyranosyl-(1-&gt;2)-rhamnopyranoside]-7-O-beta-D-glucopyranoside|3-[(6-deoxy-2-O-{6-O-[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]-beta-D-glucopyranosyl}-alpha-L-mannopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside|CHEBI:66286|Q27134828|Quercetin 3-O-alpha-L-[6'''-p-coumaroyl-(beta-D)-glucopyranosyl-(1-2)-rhamnopyranoside]-7-O-beta-D-glucopyranoside|2-(3,4-Dihydroxyphenyl)-3-[2-O-[6-O-[3-(4-hydroxyphenyl)acryloyl]-be",918.800,C42H46O23,371.000,1670.000,NULL,65,13,23,13,SHRUKDVTMUBNTL-XJRUTDMXSA-N,"[(2R,3S,4S,5R,6S)-6-[(2S,3R,4R,5R,6S)-2-[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-3-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",NULL,528,2,NULL,20061025,NULL
10327769,"3-[(2S,3R,4S,5S,6R)-4,5-Dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one","Q63395612|161993-01-7|Quercetin-3-O-alpha-L-rhamnopyranosyl(1-2)-beta-D-glucopyranoside-7-O-alpha-L-rhamnopyranoside|Quer-3-(Rha-Glu)-7-Rha|Quercetin-3-neohesperidoside-7-rhamnoside|3',4',5-Trihydroxy-7alpha-(alpha-L-rhamnopyranosyloxy)-3-(2-O-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyloxy)flavone",756.700,C33H40O20,324.000,1300.000,NULL,53,12,20,8,WLPJMCCYDZFCBL-HTMUFORZSA-N,"3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NULL,0,0,NULL,20061025,NULL
91808057,CID 91808057,3-O-(6-(4-(Caffeamidomethyl)-triazolyl)hexyl)quercetin|mini-MbA analog inhibitor 10|BDBM163656|3-O-(6-(4-(Caffeamidomethyl)-triazolyl)hexyl)quercetin (Compound 10),644.600,C33H32N4O10,217.000,1120.000,NULL,47,7,12,13,SAONYIVDKSYTPM-UXBLZVDNSA-N,"(E)-3-(3,4-dihydroxyphenyl)-N-[[1-[6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxyhexyl]triazol-4-yl]methyl]prop-2-enamide",NULL,256,1,NULL,20150625,10.1038/nchembio.1865
21676176,"[2-Hydroxy-4-(5-hydroxy-4-oxo-3,7-disulfonatooxychromen-2-yl)phenyl] sulfate","quercetin 3, 7, 4'-trisulfate|quercetin 3, 4', 7-trisulfate",539.400,C15H7O16S3-3,291.000,1100.000,NULL,34,2,16,4,OHGDJKUWKHBWFH-UHFFFAOYSA-K,"[2-hydroxy-4-(5-hydroxy-4-oxo-3,7-disulfonatooxychromen-2-yl)phenyl] sulfate",NULL,4,1,NULL,20071205,NULL
90657568,CID 90657568,"quercetin-3-gentiotetraside|quercetin 3-O-gentiotetroside|CHEBI:145766|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl beta-D-glucopyranosyl-(1-&gt;6)-beta-D-glucopyranosyl-(1-&gt;6)-beta-D-glucopyranosyl-(1-&gt;6)-beta-D-glucopyranoside",950.800,C39H50O27,444.000,1640.000,NULL,66,17,27,13,DLIYOJUVMRMRGS-UMQUMIMUSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,276,3,NULL,20150306,10.1093/pcp/pcp088
